,branch,city,cust_type,gender,type,unit_price,quantity,date,time,payment,cost,gross_income,rating,month,day,day_of_week,hour
756,A,Cairo,Member,Female,Sports and travel,91.41,5,2019-02-25,16:03:00,eWallet,457.05,22.8525,7.1,2,25,0,16
211,A,Cairo,Normal,Male,Sports and travel,63.69,1,2019-02-25,16:21:00,Cash,63.69,3.1845,6.0,2,25,0,16
501,B,Ismailia,Normal,Male,Sports and travel,88.45,1,2019-02-25,16:36:00,Credit card,88.45,4.4225,9.5,2,25,0,16
260,A,Cairo,Normal,Female,Fashion accessories,73.05,4,2019-02-25,17:16:00,Credit card,292.2,14.61,4.9,2,25,0,17
912,B,Ismailia,Member,Female,Home and lifestyle,82.04,5,2019-02-25,17:16:00,Credit card,410.2,20.51,7.6,2,25,0,17
662,B,Ismailia,Normal,Male,Health and beauty,62.57,4,2019-02-25,18:37:00,Cash,250.28,12.514,9.5,2,25,0,18
452,A,Cairo,Member,Female,Food and beverages,99.6,3,2019-02-25,18:45:00,Cash,298.8,14.94,5.8,2,25,0,18
969,B,Ismailia,Normal,Male,Fashion accessories,94.13,5,2019-02-25,19:39:00,Credit card,470.65,23.5325,4.8,2,25,0,19
632,B,Ismailia,Member,Male,Electronic accessories,39.75,1,2019-02-25,20:19:00,Cash,39.75,1.9875,6.1,2,25,0,20
491,A,Cairo,Normal,Male,Health and beauty,65.18,3,2019-02-25,20:35:00,Credit card,195.54,9.777,6.3,2,25,0,20
458,B,Ismailia,Member,Female,Electronic accessories,90.7,6,2019-02-26,10:52:00,Cash,544.2,27.21,5.3,2,26,1,10
418,B,Ismailia,Normal,Male,Fashion accessories,99.89,2,2019-02-26,11:48:00,eWallet,199.78,9.989,7.1,2,26,1,11
745,B,Ismailia,Member,Female,Sports and travel,95.54,4,2019-02-26,11:58:00,eWallet,382.16,19.108,4.5,2,26,1,11
738,A,Cairo,Normal,Female,Electronic accessories,46.61,2,2019-02-26,12:28:00,Credit card,93.22,4.661,6.6,2,26,1,12
507,B,Ismailia,Member,Male,Food and beverages,26.6,6,2019-02-26,15:10:00,eWallet,159.6,7.98,4.9,2,26,1,15
468,B,Ismailia,Normal,Female,Health and beauty,99.71,6,2019-02-26,16:52:00,eWallet,598.26,29.913,7.9,2,26,1,16
483,A,Cairo,Member,Male,Fashion accessories,55.45,1,2019-02-26,17:46:00,Credit card,55.45,2.7725,4.9,2,26,1,17
63,B,Ismailia,Normal,Male,Sports and travel,54.45,1,2019-02-26,19:24:00,eWallet,54.45,2.7225,7.9,2,26,1,19
682,C,Alexandria,Normal,Female,Food and beverages,22.93,9,2019-02-26,20:26:00,Cash,206.37,10.3185,5.5,2,26,1,20
181,C,Alexandria,Normal,Female,Electronic accessories,99.69,1,2019-02-27,10:23:00,Credit card,99.69,4.9845,8.0,2,27,2,10
373,B,Ismailia,Normal,Female,Health and beauty,13.5,10,2019-02-27,11:06:00,Credit card,135.0,6.75,4.8,2,27,2,11
174,A,Cairo,Normal,Female,Food and beverages,74.44,10,2019-02-27,11:40:00,eWallet,744.4,37.22,5.1,2,27,2,11
4,A,Cairo,Member,Male,Fashion accessories,21.48,2,2019-02-27,12:22:00,eWallet,42.96,2.148,6.6,2,27,2,12
194,A,Cairo,Member,Male,Electronic accessories,92.6,7,2019-02-27,12:52:00,Credit card,648.2,32.41,9.3,2,27,2,12
626,C,Alexandria,Normal,Female,Food and beverages,94.47,8,2019-02-27,15:12:00,Cash,755.76,37.788,9.1,2,27,2,15
36,A,Cairo,Normal,Female,Fashion accessories,77.93,9,2019-02-27,16:10:00,eWallet,701.37,35.0685,7.6,2,27,2,16
331,B,Ismailia,Member,Male,Health and beauty,56.69,9,2019-02-27,17:24:00,Credit card,510.21,25.5105,8.4,2,27,2,17
794,B,Ismailia,Normal,Male,Sports and travel,67.27,5,2019-02-27,17:27:00,Cash,336.35,16.8175,6.9,2,27,2,17
703,B,Ismailia,Normal,Male,Fashion accessories,52.42,3,2019-02-27,17:36:00,eWallet,157.26,7.863,7.5,2,27,2,17
270,B,Ismailia,Normal,Female,Health and beauty,76.99,6,2019-02-27,17:55:00,Cash,461.94,23.097,6.1,2,27,2,17
180,A,Cairo,Member,Male,Food and beverages,18.85,10,2019-02-27,18:24:00,eWallet,188.5,9.425,5.6,2,27,2,18
107,B,Ismailia,Member,Female,Fashion accessories,19.77,10,2019-02-27,18:57:00,Credit card,197.7,9.885,5.0,2,27,2,18
824,C,Alexandria,Member,Female,Health and beauty,85.87,7,2019-02-27,19:01:00,Credit card,601.09,30.0545,8.0,2,27,2,19
746,B,Ismailia,Normal,Female,Fashion accessories,41.09,10,2019-02-28,14:42:00,Cash,410.9,20.545,7.3,2,28,3,14
242,B,Ismailia,Normal,Male,Electronic accessories,60.3,1,2019-02-28,17:38:00,Cash,60.3,3.015,6.0,2,28,3,17
45,C,Alexandria,Member,Male,Fashion accessories,93.2,2,2019-02-28,18:37:00,Credit card,186.4,9.32,6.0,2,28,3,18
371,C,Alexandria,Normal,Female,Electronic accessories,85.98,8,2019-02-28,19:01:00,Cash,687.84,34.392,8.2,2,28,3,19
660,A,Cairo,Normal,Male,Health and beauty,56.0,3,2019-02-28,19:33:00,eWallet,168.0,8.4,4.8,2,28,3,19
853,A,Cairo,Member,Male,Food and beverages,80.62,6,2019-02-28,20:18:00,Cash,483.72,24.186,9.1,2,28,3,20
884,A,Cairo,Normal,Female,Electronic accessories,45.48,10,2019-03-01,10:22:00,Credit card,454.8,22.74,4.8,3,1,4,10
462,B,Ismailia,Normal,Male,Health and beauty,14.82,3,2019-03-01,11:30:00,Credit card,44.46,2.223,8.7,3,1,4,11
119,B,Ismailia,Normal,Male,Health and beauty,69.51,2,2019-03-01,12:15:00,eWallet,139.02,6.951,8.1,3,1,4,12
103,C,Alexandria,Normal,Male,Fashion accessories,78.55,9,2019-03-01,13:22:00,Cash,706.95,35.3475,7.2,3,1,4,13
62,C,Alexandria,Member,Female,Food and beverages,74.89,4,2019-03-01,15:32:00,eWallet,299.56,14.978,4.2,3,1,4,15
445,B,Ismailia,Normal,Male,Electronic accessories,27.5,3,2019-03-01,15:40:00,eWallet,82.5,4.125,6.5,3,1,4,15
178,A,Cairo,Member,Female,Fashion accessories,22.32,4,2019-03-01,16:23:00,Credit card,89.28,4.464,4.4,3,1,4,16
136,A,Cairo,Normal,Male,Home and lifestyle,34.73,2,2019-03-01,18:14:00,eWallet,69.46,3.473,9.7,3,1,4,18
296,B,Ismailia,Member,Male,Fashion accessories,81.31,7,2019-03-01,19:49:00,eWallet,569.17,28.4585,6.3,3,1,4,19
163,B,Ismailia,Member,Male,Food and beverages,53.72,1,2019-03-01,20:03:00,eWallet,53.72,2.686,6.4,3,1,4,20
976,C,Alexandria,Member,Female,Sports and travel,54.55,10,2019-03-02,11:22:00,Credit card,545.5,27.275,7.1,3,2,5,11
664,B,Ismailia,Member,Female,Electronic accessories,26.26,3,2019-03-02,12:36:00,eWallet,78.78,3.939,6.3,3,2,5,12
667,B,Ismailia,Member,Female,Home and lifestyle,88.39,9,2019-03-02,12:40:00,Cash,795.51,39.7755,6.3,3,2,5,12
141,C,Alexandria,Normal,Female,Fashion accessories,27.02,3,2019-03-02,13:01:00,Credit card,81.06,4.053,7.1,3,2,5,13
586,B,Ismailia,Normal,Female,Health and beauty,73.41,3,2019-03-02,13:10:00,eWallet,220.23,11.0115,4.0,3,2,5,13
761,C,Alexandria,Member,Male,Health and beauty,85.6,7,2019-03-02,13:50:00,Cash,599.2,29.96,5.3,3,2,5,13
567,B,Ismailia,Member,Male,Home and lifestyle,27.0,9,2019-03-02,14:16:00,Cash,243.0,12.15,4.8,3,2,5,14
948,A,Cairo,Member,Female,Sports and travel,39.47,2,2019-03-02,16:16:00,Credit card,78.94,3.947,5.0,3,2,5,16
630,C,Alexandria,Member,Female,Fashion accessories,92.49,5,2019-03-02,16:35:00,Credit card,462.45,23.1225,8.6,3,2,5,16
383,C,Alexandria,Normal,Female,Sports and travel,73.98,7,2019-03-02,16:42:00,eWallet,517.86,25.893,4.1,3,2,5,16
250,B,Ismailia,Normal,Female,Home and lifestyle,97.38,10,2019-03-02,17:16:00,eWallet,973.8,48.69,4.4,3,2,5,17
543,A,Cairo,Member,Male,Sports and travel,88.63,3,2019-03-02,17:36:00,eWallet,265.89,13.2945,6.0,3,2,5,17
757,A,Cairo,Normal,Male,Food and beverages,66.52,4,2019-03-02,18:14:00,eWallet,266.08,13.304,6.9,3,2,5,18
75,B,Ismailia,Normal,Female,Electronic accessories,38.27,2,2019-03-02,18:18:00,Credit card,76.54,3.827,5.8,3,2,5,18
306,B,Ismailia,Member,Female,Electronic accessories,13.22,5,2019-03-02,19:26:00,Cash,66.1,3.305,4.3,3,2,5,19
895,B,Ismailia,Normal,Male,Sports and travel,25.31,2,2019-03-02,19:26:00,eWallet,50.62,2.531,7.2,3,2,5,19
891,B,Ismailia,Normal,Female,Electronic accessories,99.73,9,2019-03-02,19:42:00,Credit card,897.57,44.8785,6.5,3,2,5,19
981,C,Alexandria,Normal,Female,Sports and travel,14.39,2,2019-03-02,19:44:00,Credit card,28.78,1.439,7.2,3,2,5,19
249,C,Alexandria,Member,Male,Health and beauty,46.53,6,2019-03-03,10:54:00,Credit card,279.18,13.959,4.3,3,3,6,10
154,B,Ismailia,Member,Female,Food and beverages,73.05,10,2019-03-03,12:25:00,Credit card,730.5,36.525,8.7,3,3,6,12
840,B,Ismailia,Member,Male,Home and lifestyle,30.12,8,2019-03-03,13:01:00,Cash,240.96,12.048,7.7,3,3,6,13
653,A,Cairo,Normal,Male,Home and lifestyle,46.33,7,2019-03-03,13:23:00,Credit card,324.31,16.2155,7.4,3,3,6,13
125,C,Alexandria,Member,Female,Electronic accessories,51.92,5,2019-03-03,13:42:00,Cash,259.6,12.98,7.5,3,3,6,13
950,C,Alexandria,Member,Male,Electronic accessories,81.97,10,2019-03-03,14:30:00,Cash,819.7,40.985,9.2,3,3,6,14
572,A,Cairo,Normal,Male,Health and beauty,25.0,1,2019-03-03,15:09:00,eWallet,25.0,1.25,5.5,3,3,6,15
82,A,Cairo,Member,Male,Food and beverages,22.17,8,2019-03-03,17:01:00,Credit card,177.36,8.868,9.6,3,3,6,17
461,C,Alexandria,Normal,Female,Home and lifestyle,44.01,8,2019-03-03,17:36:00,Cash,352.08,17.604,8.8,3,3,6,17
252,B,Ismailia,Member,Female,Home and lifestyle,94.49,8,2019-03-03,19:00:00,eWallet,755.92,37.796,7.5,3,3,6,19
787,C,Alexandria,Normal,Male,Electronic accessories,20.85,8,2019-03-03,19:17:00,Cash,166.8,8.34,6.3,3,3,6,19
279,C,Alexandria,Member,Female,Electronic accessories,30.2,8,2019-03-03,19:30:00,eWallet,241.6,12.08,5.1,3,3,6,19
687,A,Cairo,Normal,Male,Fashion accessories,46.41,1,2019-03-03,20:06:00,Credit card,46.41,2.3205,4.0,3,3,6,20
636,A,Cairo,Normal,Male,Health and beauty,28.95,7,2019-03-03,20:31:00,Credit card,202.65,10.1325,6.0,3,3,6,20
213,A,Cairo,Normal,Female,Health and beauty,68.71,3,2019-03-04,10:05:00,Cash,206.13,10.3065,8.7,3,4,0,10
138,A,Cairo,Normal,Female,Food and beverages,74.66,4,2019-03-04,10:39:00,Cash,298.64,14.932,8.5,3,4,0,10
598,A,Cairo,Normal,Female,Sports and travel,12.34,7,2019-03-04,11:19:00,Credit card,86.38,4.319,6.7,3,4,0,11
823,A,Cairo,Member,Female,Fashion accessories,48.96,9,2019-03-04,11:27:00,Cash,440.64,22.032,8.0,3,4,0,11
147,A,Cairo,Normal,Male,Health and beauty,14.62,5,2019-03-04,12:23:00,Cash,73.1,3.655,4.4,3,4,0,12
722,A,Cairo,Member,Male,Health and beauty,48.63,10,2019-03-04,12:44:00,Cash,486.3,24.315,8.8,3,4,0,12
705,A,Cairo,Member,Male,Health and beauty,99.83,6,2019-03-04,15:02:00,eWallet,598.98,29.949,8.5,3,4,0,15
556,A,Cairo,Normal,Female,Home and lifestyle,33.3,9,2019-03-04,15:27:00,eWallet,299.7,14.985,7.2,3,4,0,15
275,C,Alexandria,Normal,Female,Electronic accessories,30.24,1,2019-03-04,15:44:00,Cash,30.24,1.512,8.4,3,4,0,15
305,B,Ismailia,Member,Male,Electronic accessories,19.24,9,2019-03-04,16:28:00,Cash,173.16,8.658,8.0,3,4,0,16
185,A,Cairo,Normal,Female,Home and lifestyle,56.53,4,2019-03-04,19:48:00,eWallet,226.12,11.306,5.5,3,4,0,19
149,C,Alexandria,Member,Female,Food and beverages,98.7,8,2019-03-04,20:39:00,Cash,789.6,39.48,7.6,3,4,0,20
333,B,Ismailia,Normal,Male,Health and beauty,87.98,3,2019-03-05,10:40:00,eWallet,263.94,13.197,5.1,3,5,1,10
240,B,Ismailia,Member,Male,Fashion accessories,21.94,5,2019-03-05,12:29:00,eWallet,109.7,5.485,5.3,3,5,1,12
862,B,Ismailia,Member,Female,Health and beauty,41.06,6,2019-03-05,13:30:00,Credit card,246.36,12.318,8.3,3,5,1,13
50,C,Alexandria,Member,Female,Home and lifestyle,12.12,10,2019-03-05,13:44:00,Credit card,121.2,6.06,8.4,3,5,1,13
776,C,Alexandria,Normal,Female,Sports and travel,83.06,7,2019-03-05,14:31:00,eWallet,581.42,29.071,4.0,3,5,1,14
903,C,Alexandria,Member,Female,Food and beverages,78.31,10,2019-03-05,16:24:00,eWallet,783.1,39.155,6.6,3,5,1,16
690,A,Cairo,Normal,Male,Electronic accessories,78.31,3,2019-03-05,16:38:00,eWallet,234.93,11.7465,5.4,3,5,1,16
819,C,Alexandria,Member,Female,Fashion accessories,44.22,5,2019-03-05,17:07:00,Credit card,221.1,11.055,8.6,3,5,1,17
932,A,Cairo,Normal,Female,Fashion accessories,81.91,2,2019-03-05,17:43:00,Cash,163.82,8.191,7.8,3,5,1,17
80,B,Ismailia,Normal,Male,Sports and travel,69.74,10,2019-03-05,17:49:00,Credit card,697.4,34.87,8.9,3,5,1,17
3,C,Alexandria,Member,Male,Health and beauty,65.31,7,2019-03-05,18:02:00,Credit card,457.17,22.8585,4.2,3,5,1,18
785,B,Ismailia,Normal,Male,Home and lifestyle,82.7,6,2019-03-05,18:14:00,Cash,496.2,24.81,7.4,3,5,1,18
500,B,Ismailia,Member,Female,Food and beverages,48.52,3,2019-03-05,18:17:00,eWallet,145.56,7.278,4.0,3,5,1,18
413,B,Ismailia,Member,Female,Health and beauty,55.97,7,2019-03-05,19:06:00,eWallet,391.79,19.5895,8.9,3,5,1,19
608,B,Ismailia,Normal,Female,Home and lifestyle,95.46,8,2019-03-05,19:40:00,eWallet,763.68,38.184,4.7,3,5,1,19
997,B,Ismailia,Member,Male,Food and beverages,18.08,3,2019-03-05,19:46:00,eWallet,54.24,2.712,8.0,3,5,1,19
631,B,Ismailia,Member,Female,Health and beauty,25.32,8,2019-03-05,20:24:00,eWallet,202.56,10.128,8.7,3,5,1,20
984,A,Cairo,Normal,Female,Health and beauty,79.74,1,2019-03-06,10:36:00,eWallet,79.74,3.987,7.3,3,6,2,10
982,B,Ismailia,Member,Male,Fashion accessories,49.92,2,2019-03-06,11:55:00,Credit card,99.84,4.992,7.0,3,6,2,11
114,A,Cairo,Member,Male,Sports and travel,15.81,10,2019-03-06,12:27:00,Credit card,158.1,7.905,8.6,3,6,2,12
184,A,Cairo,Member,Male,Electronic accessories,21.5,9,2019-03-06,12:46:00,Credit card,193.5,9.675,7.8,3,6,2,12
510,C,Alexandria,Normal,Male,Home and lifestyle,37.0,1,2019-03-06,13:29:00,Credit card,37.0,1.85,7.9,3,6,2,13
459,B,Ismailia,Normal,Male,Food and beverages,62.08,7,2019-03-06,13:46:00,eWallet,434.56,21.728,5.4,3,6,2,13
192,B,Ismailia,Member,Male,Home and lifestyle,71.86,8,2019-03-06,15:07:00,Credit card,574.88,28.744,6.2,3,6,2,15
52,B,Ismailia,Member,Male,Sports and travel,37.32,9,2019-03-06,15:31:00,eWallet,335.88,16.794,5.1,3,6,2,15
848,B,Ismailia,Normal,Female,Sports and travel,67.43,5,2019-03-06,18:13:00,eWallet,337.15,16.8575,6.3,3,6,2,18
873,A,Cairo,Member,Female,Sports and travel,92.13,6,2019-03-06,20:34:00,Cash,552.78,27.639,8.3,3,6,2,20
751,B,Ismailia,Normal,Male,Electronic accessories,28.38,5,2019-03-06,20:57:00,Cash,141.9,7.095,9.4,3,6,2,20
372,C,Alexandria,Normal,Male,Electronic accessories,22.21,6,2019-03-07,10:23:00,Credit card,133.26,6.663,8.6,3,7,3,10
676,A,Cairo,Normal,Male,Home and lifestyle,97.94,1,2019-03-07,11:44:00,eWallet,97.94,4.897,6.9,3,7,3,11
172,B,Ismailia,Normal,Male,Home and lifestyle,16.16,2,2019-03-07,11:49:00,eWallet,32.32,1.616,6.5,3,7,3,11
402,A,Cairo,Member,Female,Health and beauty,15.55,9,2019-03-07,13:12:00,Cash,139.95,6.9975,5.0,3,7,3,13
257,B,Ismailia,Normal,Male,Home and lifestyle,50.28,5,2019-03-07,13:58:00,eWallet,251.4,12.57,9.7,3,7,3,13
892,C,Alexandria,Normal,Female,Fashion accessories,16.45,4,2019-03-07,14:53:00,eWallet,65.8,3.29,5.6,3,7,3,14
619,C,Alexandria,Normal,Male,Electronic accessories,84.07,4,2019-03-07,16:54:00,eWallet,336.28,16.814,4.4,3,7,3,16
810,A,Cairo,Member,Female,Home and lifestyle,28.31,4,2019-03-07,18:35:00,Cash,113.24,5.662,8.2,3,7,3,18
465,C,Alexandria,Normal,Male,Food and beverages,99.79,2,2019-03-07,20:37:00,eWallet,199.58,9.979,8.0,3,7,3,20
142,C,Alexandria,Normal,Female,Electronic accessories,15.28,5,2019-03-08,10:29:00,Cash,76.4,3.82,9.6,3,8,4,10
281,A,Cairo,Member,Female,Home and lifestyle,90.65,10,2019-03-08,10:53:00,eWallet,906.5,45.325,7.3,3,8,4,10
565,A,Cairo,Normal,Female,Fashion accessories,61.77,5,2019-03-08,13:21:00,Cash,308.85,15.4425,6.7,3,8,4,13
324,B,Ismailia,Member,Female,Food and beverages,17.63,5,2019-03-08,15:27:00,Cash,88.15,4.4075,8.5,3,8,4,15
303,A,Cairo,Normal,Male,Home and lifestyle,33.99,6,2019-03-08,15:37:00,Credit card,203.94,10.197,7.7,3,8,4,15
474,C,Alexandria,Normal,Female,Health and beauty,81.3,6,2019-03-08,16:43:00,eWallet,487.8,24.39,5.3,3,8,4,16
582,C,Alexandria,Normal,Male,Food and beverages,43.27,2,2019-03-08,16:53:00,eWallet,86.54,4.327,5.7,3,8,4,16
450,C,Alexandria,Normal,Female,Health and beauty,46.26,6,2019-03-08,17:11:00,Credit card,277.56,13.878,9.5,3,8,4,17
655,C,Alexandria,Normal,Female,Fashion accessories,37.55,10,2019-03-08,20:01:00,Credit card,375.5,18.775,9.3,3,8,4,20
545,C,Alexandria,Member,Male,Food and beverages,17.04,4,2019-03-08,20:15:00,eWallet,68.16,3.408,7.0,3,8,4,20
611,A,Cairo,Normal,Male,Electronic accessories,97.16,1,2019-03-08,20:38:00,eWallet,97.16,4.858,7.2,3,8,4,20
320,C,Alexandria,Member,Male,Sports and travel,48.91,5,2019-03-09,10:17:00,Cash,244.55,12.2275,6.6,3,9,5,10
244,B,Ismailia,Member,Female,Home and lifestyle,52.18,7,2019-03-09,10:54:00,Cash,365.26,18.263,9.3,3,9,5,10
214,C,Alexandria,Member,Female,Food and beverages,98.97,9,2019-03-09,11:23:00,Cash,890.73,44.5365,6.7,3,9,5,11
888,A,Cairo,Normal,Male,Sports and travel,60.87,2,2019-03-09,12:37:00,eWallet,121.74,6.087,8.7,3,9,5,12
259,A,Cairo,Member,Female,Sports and travel,52.26,10,2019-03-09,12:45:00,Credit card,522.6,26.13,6.2,3,9,5,12
688,A,Cairo,Normal,Female,Fashion accessories,97.29,8,2019-03-09,13:18:00,Credit card,778.32,38.916,6.2,3,9,5,13
23,A,Cairo,Normal,Male,Health and beauty,51.71,4,2019-03-09,13:53:00,Credit card,206.84,10.342,9.8,3,9,5,13
640,B,Ismailia,Normal,Male,Fashion accessories,95.54,7,2019-03-09,14:36:00,Credit card,668.78,33.439,9.6,3,9,5,14
201,B,Ismailia,Member,Female,Fashion accessories,56.47,8,2019-03-09,14:57:00,eWallet,451.76,22.588,7.3,3,9,5,14
479,C,Alexandria,Normal,Male,Fashion accessories,16.28,1,2019-03-09,15:36:00,Cash,16.28,0.814,5.0,3,9,5,15
517,B,Ismailia,Member,Male,Electronic accessories,25.51,4,2019-03-09,17:03:00,Cash,102.04,5.102,6.8,3,9,5,17
134,B,Ismailia,Member,Male,Sports and travel,99.96,9,2019-03-09,17:26:00,Credit card,899.64,44.982,4.2,3,9,5,17
30,B,Ismailia,Member,Female,Electronic accessories,93.96,4,2019-03-09,18:00:00,Cash,375.84,18.792,9.5,3,9,5,18
921,C,Alexandria,Normal,Female,Electronic accessories,75.91,6,2019-03-09,18:21:00,Cash,455.46,22.773,8.7,3,9,5,18
68,A,Cairo,Member,Male,Health and beauty,51.94,10,2019-03-09,18:24:00,eWallet,519.4,25.97,6.5,3,9,5,18
887,A,Cairo,Member,Male,Food and beverages,99.78,5,2019-03-09,19:09:00,Cash,498.9,24.945,5.4,3,9,5,19
99,A,Cairo,Normal,Female,Fashion accessories,87.67,2,2019-03-10,12:17:00,Credit card,175.34,8.767,7.7,3,10,6,12
629,C,Alexandria,Member,Male,Health and beauty,81.95,10,2019-03-10,12:39:00,Credit card,819.5,40.975,6.0,3,10,6,12
616,B,Ismailia,Normal,Male,Food and beverages,18.22,7,2019-03-10,14:04:00,Credit card,127.54,6.377,6.6,3,10,6,14
177,C,Alexandria,Member,Female,Home and lifestyle,35.79,9,2019-03-10,15:06:00,Credit card,322.11,16.1055,5.1,3,10,6,15
443,C,Alexandria,Normal,Male,Fashion accessories,45.74,3,2019-03-10,17:38:00,Credit card,137.22,6.861,6.5,3,10,6,17
66,B,Ismailia,Normal,Female,Electronic accessories,25.45,1,2019-03-10,18:10:00,Credit card,25.45,1.2725,5.1,3,10,6,18
706,A,Cairo,Normal,Female,Home and lifestyle,93.69,7,2019-03-10,18:44:00,Credit card,655.83,32.7915,4.5,3,10,6,18
730,A,Cairo,Normal,Male,Sports and travel,25.84,3,2019-03-10,18:55:00,eWallet,77.52,3.876,6.6,3,10,6,18
860,B,Ismailia,Normal,Female,Food and beverages,57.34,3,2019-03-10,18:59:00,Credit card,172.02,8.601,7.9,3,10,6,18
24,A,Cairo,Member,Male,Sports and travel,62.62,5,2019-03-10,19:15:00,eWallet,313.1,15.655,7.0,3,10,6,19
167,A,Cairo,Member,Male,Food and beverages,10.13,7,2019-03-10,19:35:00,eWallet,70.91,3.5455,8.3,3,10,6,19
803,A,Cairo,Normal,Male,Electronic accessories,58.03,2,2019-03-10,20:46:00,eWallet,116.06,5.803,8.8,3,10,6,20
693,A,Cairo,Member,Female,Health and beauty,68.93,7,2019-03-11,11:03:00,Credit card,482.51,24.1255,4.6,3,11,0,11
435,A,Cairo,Normal,Male,Health and beauty,59.77,2,2019-03-11,12:01:00,Credit card,119.54,5.977,5.8,3,11,0,12
812,A,Cairo,Normal,Female,Fashion accessories,94.67,4,2019-03-11,12:04:00,Cash,378.68,18.934,6.8,3,11,0,12
758,A,Cairo,Normal,Female,Home and lifestyle,63.42,8,2019-03-11,12:55:00,eWallet,507.36,25.368,7.4,3,11,0,12
994,A,Cairo,Normal,Female,Home and lifestyle,28.32,5,2019-03-11,13:28:00,eWallet,141.6,7.08,6.2,3,11,0,13
723,C,Alexandria,Normal,Male,Food and beverages,46.77,6,2019-03-11,13:37:00,Cash,280.62,14.031,6.0,3,11,0,13
272,B,Ismailia,Normal,Female,Home and lifestyle,40.3,2,2019-03-11,15:30:00,eWallet,80.6,4.03,4.4,3,11,0,15
993,B,Ismailia,Member,Female,Sports and travel,29.61,7,2019-03-11,15:53:00,Cash,207.27,10.3635,6.5,3,11,0,15
593,C,Alexandria,Member,Male,Sports and travel,34.56,7,2019-03-11,16:07:00,Credit card,241.92,12.096,7.3,3,11,0,16
742,C,Alexandria,Member,Female,Health and beauty,29.67,7,2019-03-11,18:58:00,Credit card,207.69,10.3845,8.1,3,11,0,18
131,B,Ismailia,Member,Female,Electronic accessories,34.49,5,2019-03-11,19:44:00,Credit card,172.45,8.6225,9.0,3,11,0,19
406,B,Ismailia,Member,Female,Home and lifestyle,40.73,7,2019-03-12,11:01:00,eWallet,285.11,14.2555,5.4,3,12,1,11
60,B,Ismailia,Member,Male,Health and beauty,64.36,9,2019-03-12,12:09:00,Credit card,579.24,28.962,8.6,3,12,1,12
183,A,Cairo,Member,Female,Sports and travel,98.4,7,2019-03-12,12:43:00,Credit card,688.8,34.44,8.7,3,12,1,12
537,B,Ismailia,Member,Female,Electronic accessories,10.59,3,2019-03-12,13:52:00,Credit card,31.77,1.5885,8.7,3,12,1,13
566,A,Cairo,Member,Female,Health and beauty,47.67,4,2019-03-12,14:21:00,Cash,190.68,9.534,9.1,3,12,1,14
755,C,Alexandria,Member,Male,Food and beverages,94.26,4,2019-03-12,16:30:00,Cash,377.04,18.852,8.6,3,12,1,16
577,B,Ismailia,Member,Male,Health and beauty,39.01,1,2019-03-12,16:46:00,Credit card,39.01,1.9505,4.7,3,12,1,16
196,C,Alexandria,Member,Male,Food and beverages,55.04,7,2019-03-12,19:39:00,eWallet,385.28,19.264,5.2,3,12,1,19
212,B,Ismailia,Normal,Male,Sports and travel,97.74,4,2019-03-12,19:53:00,eWallet,390.96,19.548,6.4,3,12,1,19
732,C,Alexandria,Normal,Male,Health and beauty,41.5,4,2019-03-12,19:58:00,Credit card,166.0,8.3,8.2,3,12,1,19
685,C,Alexandria,Normal,Male,Home and lifestyle,46.22,4,2019-03-12,20:04:00,Credit card,184.88,9.244,6.2,3,12,1,20
15,C,Alexandria,Normal,Male,Electronic accessories,30.61,6,2019-03-12,20:36:00,Cash,183.66,9.183,9.3,3,12,1,20
594,B,Ismailia,Normal,Male,Health and beauty,18.11,10,2019-03-13,11:46:00,eWallet,181.1,9.055,5.9,3,13,2,11
39,C,Alexandria,Normal,Female,Fashion accessories,12.19,8,2019-03-13,12:47:00,eWallet,97.52,4.876,6.8,3,13,2,12
77,C,Alexandria,Member,Male,Sports and travel,72.88,2,2019-03-13,12:51:00,Cash,145.76,7.288,6.1,3,13,2,12
265,A,Cairo,Normal,Female,Food and beverages,54.27,5,2019-03-13,14:16:00,eWallet,271.35,13.5675,4.6,3,13,2,14
592,C,Alexandria,Normal,Male,Fashion accessories,56.5,1,2019-03-13,15:45:00,eWallet,56.5,2.825,9.6,3,13,2,15
975,A,Cairo,Member,Male,Health and beauty,15.87,10,2019-03-13,16:40:00,Cash,158.7,7.935,5.8,3,13,2,16
691,B,Ismailia,Member,Female,Fashion accessories,38.3,4,2019-03-13,19:22:00,Cash,153.2,7.66,5.7,3,13,2,19
0,A,Cairo,Normal,Male,Food and beverages,45.79,7,2019-03-13,19:44:00,Credit card,320.53,16.0265,7.0,3,13,2,19
719,B,Ismailia,Normal,Female,Fashion accessories,34.7,2,2019-03-13,19:48:00,eWallet,69.4,3.47,8.2,3,13,2,19
291,C,Alexandria,Member,Male,Home and lifestyle,63.91,8,2019-03-13,19:52:00,Credit card,511.28,25.564,4.6,3,13,2,19
349,C,Alexandria,Normal,Male,Fashion accessories,59.61,10,2019-03-14,11:07:00,Cash,596.1,29.805,5.3,3,14,3,11
121,B,Ismailia,Member,Female,Fashion accessories,22.32,4,2019-03-14,11:16:00,eWallet,89.28,4.464,4.1,3,14,3,11
426,A,Cairo,Member,Male,Food and beverages,23.48,2,2019-03-14,11:21:00,Credit card,46.96,2.348,7.9,3,14,3,11
